id,title,price,promo_price,url
3244481,Конструктор LEGO DUPLO Подводный замок Ариэль 10922,2599,2049,https://www.detmir.ru/product/index/id/3244481/
3405606,Конструктор LEGO Marvel Super Heroes Тор робот 76169,999,899,https://www.detmir.ru/product/index/id/3405606/
3597053,Конструктор LEGO Jurassic World Погоня за карнотавром 76941,4599,3719,https://www.detmir.ru/product/index/id/3597053/
3405565,Конструктор LEGO Dots Креативный набор для праздника 41926,1999,1339,https://www.detmir.ru/product/index/id/3405565/
3226591,Конструктор LEGO Creator Огненный дракон 31102,1799,1139,https://www.detmir.ru/product/index/id/3226591/
3142022,Конструктор LEGO DUPLO Town Пожарная машина 10901,1499,969,https://www.detmir.ru/product/index/id/3142022/
3597023,Конструктор LEGO Star Wars Звездолет Бобы Фетта 75312,4699,2989,https://www.detmir.ru/product/index/id/3597023/
3142199,Конструктор LEGO City Police Автомобиль полицейского патруля 60239,749,479,https://www.detmir.ru/product/index/id/3142199/
3226626,Конструктор LEGO Technic Mini Claas Xerion 42102,899,569,https://www.detmir.ru/product/index/id/3226626/
3092799,Конструктор LEGO DUPLO Disney День рождения Минни (10873),1699,1039,https://www.detmir.ru/product/index/id/3092799/
3405580,Конструктор LEGO City Town Дорожные пластины 60304,1499,899,https://www.detmir.ru/product/index/id/3405580/
3405564,Конструктор LEGO Dots Хранение секретов 41925,1299,1199,https://www.detmir.ru/product/index/id/3405564/
3200882,Конструктор LEGO Disney Frozen Шкатулка Эльзы 41168,3599,2309,https://www.detmir.ru/product/index/id/3200882/
3144096,Конструктор LEGO Creator Обитатели морских глубин 31088,1399,869,https://www.detmir.ru/product/index/id/3144096/
3244577,Конструктор LEGO Super Mario Дом Марио и Йоши 71367,2699,1699,https://www.detmir.ru/product/index/id/3244577/
3239914,Набор для творчества LEGO DOTS Подставка для карандашей Ананас 41906,1699,1499,https://www.detmir.ru/product/index/id/3239914/
3226564,Конструктор LEGO DUPLO Town Спальня 10926,1299,799,https://www.detmir.ru/product/index/id/3226564/
3405633,Конструктор LEGO Harry Potter Учёба в Хогвартсе Урок зельеварения 76383,2799,1719,https://www.detmir.ru/product/index/id/3405633/
3405530,Конструктор LEGO DUPLO Town Фермерский трактор и животные 10950,1599,1039,https://www.detmir.ru/product/index/id/3405530/
